cid;comment;reply_cid;reply_id;reply_text
7171116022723429147;Bismillah nular rezekinya yaa kak;7189447432478950171;7171116022723429147;aamiin
7171116022723429147;Bismillah nular rezekinya yaa kak;7179929742908900123;7171116022723429147;Aminn🥰
7171116022723429147;Bismillah nular rezekinya yaa kak;7371748614824362758;7171116022723429147;Aamiin ya Allah🤲🥺
7171116022723429147;Bismillah nular rezekinya yaa kak;7185001386441573146;7171116022723429147;amiin
7171116022723429147;Bismillah nular rezekinya yaa kak;7179944998292439835;7171116022723429147;tutor kk
7171116022723429147;Bismillah nular rezekinya yaa kak;7171262952498021146;7171116022723429147;Amin kak🥰
7171246425538872090;Udah dapat komisi banyak tapi pas narik komisi harus masukin kode yang dikirim ke no hp sedangkan no hp itu udah ke blokir karna udah 2 tahun mati🥺;7171290898209325851;7171246425538872090;bantu jawab, langsung ke kantor aja kak nomer yg keblokir misal kakaknya pake nomer HP Telkomsel yaudah ke GraPARI terdekat
7171246425538872090;Udah dapat komisi banyak tapi pas narik komisi harus masukin kode yang dikirim ke no hp sedangkan no hp itu udah ke blokir karna udah 2 tahun mati🥺;7171346969846694682;7171246425538872090;Udh ke grafari krna pke tlkomsel trus dia bilang kartu mati lebih dari 6 bulan udh terblokir dan gk bisa di apa apa kan lagi padahal komisi menumpuk🥺
7171246425538872090;Udah dapat komisi banyak tapi pas narik komisi harus masukin kode yang dikirim ke no hp sedangkan no hp itu udah ke blokir karna udah 2 tahun mati🥺;7171364018296390427;7171246425538872090;saran aku ganti nomor aja kak, bisa kok tanpa harus pake kode verifikasi ke nomornya, karena seminggu yg lalu aku barusan gnti nomor,
7171246425538872090;Udah dapat komisi banyak tapi pas narik komisi harus masukin kode yang dikirim ke no hp sedangkan no hp itu udah ke blokir karna udah 2 tahun mati🥺;7171494815086412570;7171246425538872090;Serius kk? Gmana caranyaa? Tutor dongg. Butuh banget soalnya buat narik sayang soalnya 2jt komisi nya🥺 dan pengen lanjut konten ragu garagara itu🥺🥺
7171246425538872090;Udah dapat komisi banyak tapi pas narik komisi harus masukin kode yang dikirim ke no hp sedangkan no hp itu udah ke blokir karna udah 2 tahun mati🥺;7171580359800390426;7171246425538872090;ke pngaturan akun kak, trus dibgian nmor klik, plih yg lepas penautan nmor, klo plih gnti nmor, dimnta kode, untk verifikasinya lewat email aja,
7171246425538872090;Udah dapat komisi banyak tapi pas narik komisi harus masukin kode yang dikirim ke no hp sedangkan no hp itu udah ke blokir karna udah 2 tahun mati🥺;7171580529975034650;7171246425538872090;klo udah tinggal masukin nomor yg baru
7171257513642394394;Daftar affiliate susah banget🥲;7171270960284517147;7171257513642394394;susah dibagian mana kak kalo boleh tau, brgkali bisa bantu
7171257513642394394;Daftar affiliate susah banget🥲;7171271265130660635;7171257513642394394;Masyallah dibalas😭
7171257513642394394;Daftar affiliate susah banget🥲;7171271516696052507;7171257513642394394;Pas verifikasi itu gabisa kak. Keluar tulisan akun anda telah dibatasi gitu terus kenapa ya kak
7171257513642394394;Daftar affiliate susah banget🥲;7171274787263267610;7171257513642394394;Tutor dong ka caranya
7171257513642394394;Daftar affiliate susah banget🥲;7171337946364052250;7171257513642394394;Iya kak tutor dong
7171257513642394394;Daftar affiliate susah banget🥲;7171358151915701018;7171257513642394394;iya sama ku juga gini
7328757887763743494;Aku join freenlance balas chat alhamdulillah banget apa apa bisa beli sendiri😭;7329482866001740550;7328757887763743494;semangatt trus kak🥰
7328757887763743494;Aku join freenlance balas chat alhamdulillah banget apa apa bisa beli sendiri😭;7333831150781661958;7328757887763743494;caranya gimana ka?
7261192031442240262;kak saya nunggu kode verifikasi kok lama ya Sampek TK ulang" tolong bls ya;7261971942445171461;7261192031442240262;kalo kakak pake nomor, coba pke email kak,
7261192031442240262;kak saya nunggu kode verifikasi kok lama ya Sampek TK ulang" tolong bls ya;7261973437097673477;7261192031442240262;udah TK coba kak TPI tetep GK ada kode masuk
7261192031442240262;kak saya nunggu kode verifikasi kok lama ya Sampek TK ulang" tolong bls ya;7261976572931343110;7261192031442240262;coba cs in ka
7200581312646103835;izin bertanya kalo kita ngambil sampel berarti pengiriman atau packingan dari kita atau dari seller nya?;7200596282808419099;7200581312646103835;dari seller kak
7200581312646103835;izin bertanya kalo kita ngambil sampel berarti pengiriman atau packingan dari kita atau dari seller nya?;7200596480112689946;7200581312646103835;jadi kita hanya mempromosikan aja kah?
7200581312646103835;izin bertanya kalo kita ngambil sampel berarti pengiriman atau packingan dari kita atau dari seller nya?;7200685414863242010;7200581312646103835;iyaa kak, betul
7189434597263459099;orang² PDA sukses dengan tiktok affiliate nya, lah aku sdh 3 bulanan gabung GG ada prkmbangan trnyta kranjangku ada tpi jualannya GG mncul;7189442010888864539;7189434597263459099;Kayak harus 2k follower atau lebih kak , baru Muncul itu kranjang , kayaknya ya
7189434597263459099;orang² PDA sukses dengan tiktok affiliate nya, lah aku sdh 3 bulanan gabung GG ada prkmbangan trnyta kranjangku ada tpi jualannya GG mncul;7189445543486817050;7189434597263459099;entahlah 😂😂😂ngeliat yg lain pada.loss aku mlah belibet sndri
