cid;comment;reply_cid;reply_id;reply_text
7322953771406181126;q pke yg bmg lotion 🤣😂 trus gmn;7322995515687092998;7322953771406181126;bgus ga ka
7322953771406181126;q pke yg bmg lotion 🤣😂 trus gmn;7322997192964244242;7322953771406181126;Bagus bjir yg lotion mlmnya mix sma iti
7322953771406181126;q pke yg bmg lotion 🤣😂 trus gmn;7323007439355216646;7322953771406181126;bikin cerah ga
7322953771406181126;q pke yg bmg lotion 🤣😂 trus gmn;7323042735898903302;7322953771406181126;iti apaan kaaa😳
7322953771406181126;q pke yg bmg lotion 🤣😂 trus gmn;7323049819735868165;7322953771406181126;kagak kak, malahan kulitku kering kerontang ga rekomen sih kak. punyaku ad yg mssih segel lg gamau pake lg
7322953771406181126;q pke yg bmg lotion 🤣😂 trus gmn;7323049932096422661;7322953771406181126;cerah kagak makin kusem iya😅
7339783521920467717;gue make.malah putihhhh🥺;7339785381178868486;7339783521920467717;udah habis brp paket ka? aku baru aja beli huhu aman gak ya
7339783521920467717;gue make.malah putihhhh🥺;7339785598485660421;7339783521920467717;kmrn baru abis 1 lotion mlm kuning sama bibit 1.. terus skrg beli.lg yg 2 pket mlm plus bibit.. sumpah aku putihan demi tuhan
7339783521920467717;gue make.malah putihhhh🥺;7339793364931494664;7339783521920467717;kak atiati
7339783521920467717;gue make.malah putihhhh🥺;7339878276858675974;7339783521920467717;Ih kak aku juga pke itu ,kulitku putihan ,tdinya kulitku gelap
7339783521920467717;gue make.malah putihhhh🥺;7342912477657727749;7339783521920467717;spill link kak
7339783521920467717;gue make.malah putihhhh🥺;7342913152038863622;7339783521920467717;langsung ajh bmg ka nnti ada yg udah terjual ribuan
7323468130290172678;mana barusan sampe lagi, tapi aku sepaket sama lotion yg kuningnya😭;7323513798820037382;7323468130290172678;Mba😭
7323468130290172678;mana barusan sampe lagi, tapi aku sepaket sama lotion yg kuningnya😭;7323529326384907014;7323468130290172678;mana aku coba lagi mbak🥺
7323468130290172678;mana barusan sampe lagi, tapi aku sepaket sama lotion yg kuningnya😭;7326240948361954053;7323468130290172678;nggk usah takut sih menurut aku,sama kyk skincare klu nggk cocok ya berhenti aja, soalnya kulit org beda2, nggk semua kulit cocok
7323468130290172678;mana barusan sampe lagi, tapi aku sepaket sama lotion yg kuningnya😭;7339792724571505414;7323468130290172678;di aku cocok kok . kulit gue putih. sdh bpom juga. gk usah tkt
7323468130290172678;mana barusan sampe lagi, tapi aku sepaket sama lotion yg kuningnya😭;7345341119084069637;7323468130290172678;tapi aku udah pake ka semingguan sumpah emg keliatan cerahan
7323468130290172678;mana barusan sampe lagi, tapi aku sepaket sama lotion yg kuningnya😭;7340248341802009350;7323468130290172678;mbak kita Senasib 😭😭 aku malah langsung 3 PAKET MASIH UTUH 🤣🤣🤣
7322851547988493062;aku beli pliss masih dalam perjalanan 😭😭😭😭;7323572335389967110;7322851547988493062;Gausah dengerin aneh ini orang🤣
7322851547988493062;aku beli pliss masih dalam perjalanan 😭😭😭😭;7323634064949297925;7322851547988493062;Tpi emng bekas luka memudar, teurs cerahan juga, strecmark memudar
7322851547988493062;aku beli pliss masih dalam perjalanan 😭😭😭😭;7325082963280380678;7322851547988493062;iya KA yg kulit y belang juga jdi rata LG sy soal y LG pke yg Hb kuning sama body crem nya.
7322851547988493062;aku beli pliss masih dalam perjalanan 😭😭😭😭;7327413493631746821;7322851547988493062;yg mana 😁
7322851547988493062;aku beli pliss masih dalam perjalanan 😭😭😭😭;7343427144025277190;7322851547988493062;beneran kak? kakak ada strechmark? soalnya aku ada strechmark mau pake takut strechmark tambah banyak soalnya aku dah CO juga kemarin😭
7322851547988493062;aku beli pliss masih dalam perjalanan 😭😭😭😭;7343427232810107653;7322851547988493062;kakak pake bmg jugaa?
7322760265622831878;prnh beli in yg ad mlah urat2 dibdn klihatan jdi ngeri mknya berhnti pakainya;7325296786994234117;7322760265622831878;saya pakai aman aman aja kok kk,malahan saya sudah setahun lebih pakai,,
7322760265622831878;prnh beli in yg ad mlah urat2 dibdn klihatan jdi ngeri mknya berhnti pakainya;7339542871663985414;7322760265622831878;spil tokonya kk
7322760265622831878;prnh beli in yg ad mlah urat2 dibdn klihatan jdi ngeri mknya berhnti pakainya;7339719451014988550;7322760265622831878;jangan percaya kak itu akun buzer nya sih lotion
7322760265622831878;prnh beli in yg ad mlah urat2 dibdn klihatan jdi ngeri mknya berhnti pakainya;7339729736162427654;7322760265622831878;ia kk. thnks👌
7322760265622831878;prnh beli in yg ad mlah urat2 dibdn klihatan jdi ngeri mknya berhnti pakainya;7339790118758433541;7322760265622831878;tpi org2 di sekitar gw pake dan emg ngaruh bgt bersih cerah cuman harus pke sama lotionnya. kalo gw pribadi sih mash maju mundur buat make😂
7322760265622831878;prnh beli in yg ad mlah urat2 dibdn klihatan jdi ngeri mknya berhnti pakainya;7325320379270038277;7322760265622831878;aku udh setaun lebih makek aman" aja kok
7323631481698992902;bisa2x orang bli kyk gnie...temenku...pkek 4 pot..anjrit rusak parah;7325295833951306502;7323631481698992902;rusak gimna kak?
aku pakek aman" ajah tuh udh lama juga aku make nya
7323631481698992902;bisa2x orang bli kyk gnie...temenku...pkek 4 pot..anjrit rusak parah;7339775921048519429;7323631481698992902;Mau tau rusak nya coba stop dlu😂
7323631481698992902;bisa2x orang bli kyk gnie...temenku...pkek 4 pot..anjrit rusak parah;7340109258409165574;7323631481698992902;saya paha malah muncul streckmark kk😭😥stop makek kk saya beli 2 paket baru makek 10 hari strecmarchk
7323631481698992902;bisa2x orang bli kyk gnie...temenku...pkek 4 pot..anjrit rusak parah;7340125901621019397;7323631481698992902;hati" barang kw ya ka
7323631481698992902;bisa2x orang bli kyk gnie...temenku...pkek 4 pot..anjrit rusak parah;7340246937512477445;7323631481698992902;betul aku wktu stop malah gosong 😭 ,
7323631481698992902;bisa2x orang bli kyk gnie...temenku...pkek 4 pot..anjrit rusak parah;7340250696555971334;7323631481698992902;Sm aku jg😭😭😭
7323543436576539397;kk TOLONG BGT Riviuw lontion BMG KK lewat Mulu itu mercurit ga KK takut ga aman kebeli soalnya lewat Mulu dibranda😭;7325297073792041734;7323543436576539397;saya pakai BMG aman aman aja kok,sudah setahun lebih saya pakai,,hasilnya pun bagus dan cepat
7323543436576539397;kk TOLONG BGT Riviuw lontion BMG KK lewat Mulu itu mercurit ga KK takut ga aman kebeli soalnya lewat Mulu dibranda😭;7339699773454549765;7323543436576539397;Hah setahun? Kayanya baru2 aja deh😁😁 keliatan banget lu ikut jual tu produk😁😁😁
7323543436576539397;kk TOLONG BGT Riviuw lontion BMG KK lewat Mulu itu mercurit ga KK takut ga aman kebeli soalnya lewat Mulu dibranda😭;7339741662052238085;7323543436576539397;perasaan baru akhir januari deh itu produk muncul di fyp tiktok gw🤣🙏. kynya satu bulan di anggap setahun ama dia
7323543436576539397;kk TOLONG BGT Riviuw lontion BMG KK lewat Mulu itu mercurit ga KK takut ga aman kebeli soalnya lewat Mulu dibranda😭;7339746162771854085;7323543436576539397;Iya ka, itu HB emang uda lama sih adanya yg dosting itu, sempet beredar juga kan karna di blclist jadi labelnya di ganti BMG, padahal sama aja sama HB anggur😁😁
7323543436576539397;kk TOLONG BGT Riviuw lontion BMG KK lewat Mulu itu mercurit ga KK takut ga aman kebeli soalnya lewat Mulu dibranda😭;7339757632620249861;7323543436576539397;@pay🌷 kaannn kaannn
7323543436576539397;kk TOLONG BGT Riviuw lontion BMG KK lewat Mulu itu mercurit ga KK takut ga aman kebeli soalnya lewat Mulu dibranda😭;7339757842544853765;7323543436576539397;untunggg kd ttukar 😔
7322853147599946502;udah make jalan 2 paket🥺;7323872780242928390;7322853147599946502;gw udh abis 4 paket anjir😭😭
7322853147599946502;udah make jalan 2 paket🥺;7343413366147236613;7322853147599946502;gmna kak ketergantungan g😭
7322853147599946502;udah make jalan 2 paket🥺;7323085051003142918;7322853147599946502;akuuu cocok kali😭 tapi sangking pengen putih keluar bintik bintik merah kenapa ya
